#GPU,GPU type,Calc type,Topology,Time,Performance
4,V100,RIHF + RIMP2 Energy, 9, 3.52957, 12.4
4,V100,RIHF + RIMP2 Energy, 10, 5.375818, 12.9
4,V100,RIHF + RIMP2 Energy, 11, 7.884437, 13.38
4,V100,RIHF + RIMP2 Energy, 12, 10.513252, 14.48
4,V100,RIHF + RIMP2 Energy, 13, 14.464241, 14.74
4,V100,RIHF + RIMP2 Gradient, 1, 0.081082, 0.3987
4,V100,RIHF + RIMP2 Gradient, 2, 0.159124, 2.151
4,V100,RIHF + RIMP2 Gradient, 3, 0.35426, 4.49
4,V100,RIHF + RIMP2 Gradient, 4, 0.698193, 7.131
4,V100,RIHF + RIMP2 Gradient, 5, 1.284929, 9.634
4,V100,RIHF + RIMP2 Gradient, 6, 2.187472, 12.11
4,V100,RIHF + RIMP2 Gradient, 7, 3.674352, 13.89
4,V100,RIHF + RIMP2 Gradient, 8, 5.942105, 15.29
4,V100,RIHF + RIMP2 Gradient, 9, 10.099661, 15.04
4,V100,RIHF + RIMP2 Gradient, 10, 15.417919, 15.68
4,V100,RIHF + RIMP2 Gradient, 11, 23.31932, 15.84
4,V100,RIHF + RIMP2 Gradient, 12, 34.355729, 15.88
4,V100,RIHF + RIMP2 Gradient, 13, 50.131924, 15.73
4,V100,RIMP2 Energy, 1, 0.180724, 0.01503
4,V100,RIMP2 Energy, 2, 0.17005, 0.2028
4,V100,RIMP2 Energy, 3, 0.267657, 0.6787
4,V100,RIMP2 Energy, 4, 0.521638, 1.205
4,V100,RIMP2 Energy, 5, 0.706951, 2.394
4,V100,RIMP2 Energy, 6, 1.077858, 3.587
4,V100,RIMP2 Energy, 7, 1.68201, 4.669
4,V100,RIMP2 Energy, 8, 2.481134, 5.886
4,V100,RIMP2 Energy, 9, 3.621611, 6.997
4,V100,RIMP2 Energy, 10, 5.183178, 8.034
4,V100,RIMP2 Energy, 11, 7.398004, 8.842
4,V100,RIMP2 Energy, 12, 10.361839, 9.552
4,V100,RIMP2 Energy, 13, 10.62246, 13.24
4,V100,RIMP2 Energy, 14, 13.68933, 14.39
4,V100,RIMP2 Energy, 15, 18.624444, 14.5
4,V100,RIMP2 Gradient, 1, 0.506424, 0.02777
4,V100,RIMP2 Gradient, 2, 0.465538, 0.3531
4,V100,RIMP2 Gradient, 3, 0.863328, 0.981
4,V100,RIMP2 Gradient, 4, 1.592578, 1.777
4,V100,RIMP2 Gradient, 5, 2.777427, 2.679
4,V100,RIMP2 Gradient, 6, 3.900889, 4.273
4,V100,RIMP2 Gradient, 7, 5.827671, 5.727
4,V100,RIMP2 Gradient, 8, 8.476923, 7.236
4,V100,RIMP2 Gradient, 9, 12.354514, 8.538
4,V100,RIMP2 Gradient, 10, 17.241309, 9.975
4,V100,RIMP2 Gradient, 11, 24.857189, 10.8
4,V100,RIMP2 Gradient, 12, 34.899824, 11.66
4,V100,RIMP2 Gradient, 13, 49.674252, 11.98
4,V100,RIMP2 Gradient, 14, 67.067563, 12.74
4,V100,RIMP2 Gradient, 15, 89.385684, 13.39
5,MI250,HF Energy, 1, 0.205848, 0.0005757
5,MI250,HF Energy, 2, 0.363341, 0.001947
5,MI250,HF Energy, 3, 0.38991, 0.00526
5,MI250,HF Energy, 4, 0.509248, 0.008822
5,MI250,HF Energy, 5, 0.660711, 0.01265
5,MI250,HF Energy, 6, 0.916159, 0.01526
5,MI250,HF Energy, 7, 1.12498, 0.01928
5,MI250,HF Energy, 8, 1.402341, 0.02268
5,MI250,HF Energy, 9, 1.801383, 0.02479
5,MI250,HF Energy, 10, 1.963259, 0.03085
5,MI250,HF Energy, 11, 2.288435, 0.03491
5,MI250,HF Energy, 12, 2.707133, 0.03802
5,MI250,HF Energy, 13, 3.105468, 0.04187
5,MI250,HF Energy, 14, 3.44408, 0.04689
5,MI250,HF Energy, 15, 3.908197, 0.05057
5,MI250,RIHF Energy, 1, 0.049229, 0.1507
5,MI250,RIHF Energy, 2, 0.144921, 0.5004
5,MI250,RIHF Energy, 3, 0.197753, 1.524
5,MI250,RIHF Energy, 4, 0.297559, 2.89
5,MI250,RIHF Energy, 5, 0.430332, 4.582
5,MI250,RIHF Energy, 6, 0.624956, 6.271
5,MI250,RIHF Energy, 7, 0.817438, 8.615
5,MI250,RIHF Energy, 8, 1.009228, 11.63
5,MI250,RIHF Energy, 9, 1.304803, 14.16
5,MI250,RIHF Energy, 10, 1.486409, 18.67
5,MI250,RIHF Energy, 11, 1.803043, 22.26
5,MI250,RIHF Energy, 12, 2.268739, 24.81
5,MI250,RIHF Energy, 13, 2.61264, 29.43
5,MI250,RIHF Energy, 14, 3.264597, 31.45
5,MI250,RIHF Energy, 15, 3.925692, 34.25
5,MI250,RIHF Gradient, 1, 0.11265, 0.07658
5,MI250,RIHF Gradient, 2, 0.225579, 0.3717
5,MI250,RIHF Gradient, 3, 0.309018, 1.128
5,MI250,RIHF Gradient, 4, 0.422001, 2.357
5,MI250,RIHF Gradient, 5, 0.576554, 3.957
5,MI250,RIHF Gradient, 6, 0.806829, 5.621
5,MI250,RIHF Gradient, 7, 1.036802, 7.86
5,MI250,RIHF Gradient, 8, 1.280433, 10.61
5,MI250,RIHF Gradient, 9, 1.699273, 12.58
5,MI250,RIHF Gradient, 10, 1.979984, 16.22
5,MI250,RIHF Gradient, 11, 2.360269, 19.68
5,MI250,RIHF Gradient, 12, 2.937704, 22.18
5,MI250,RIHF Gradient, 13, 3.300565, 26.96
5,MI250,RIHF Gradient, 14, 4.23858, 28.04
5,MI250,RIHF Gradient, 15, 4.910827, 31.69
5,MI250,RIHF + RIMP2 Energy, 1, 0.058771, 0.1695
5,MI250,RIHF + RIMP2 Energy, 2, 0.164614, 0.6405
5,MI250,RIHF + RIMP2 Energy, 3, 0.24295, 1.958
5,MI250,RIHF + RIMP2 Energy, 4, 0.370202, 3.955
5,MI250,RIHF + RIMP2 Energy, 5, 0.564968, 6.375
5,MI250,RIHF + RIMP2 Energy, 6, 0.842368, 9.075
5,MI250,RIHF + RIMP2 Energy, 7, 1.145903, 12.75
5,MI250,RIHF + RIMP2 Energy, 8, 1.459829, 17.68
5,MI250,RIHF + RIMP2 Energy, 9, 1.978087, 21.68
5,MI250,RIHF + RIMP2 Energy, 10, 2.430954, 27.91
5,MI250,RIHF + RIMP2 Energy, 11, 3.190102, 32.33
5,MI250,RIHF + RIMP2 Energy, 12, 4.092947, 37.04
5,MI250,RIHF + RIMP2 Energy, 13, 5.576421, 38.83
5,MI250,RIHF + RIMP2 Energy, 14, 7.014999, 43.03
5,MI250,RIHF + RIMP2 Energy, 15, 8.85367, 46.53
5,MI250,RIHF + RIMP2 Gradient, 1, 0.143114, 0.2347
5,MI250,RIHF + RIMP2 Gradient, 2, 0.301329, 1.204
5,MI250,RIHF + RIMP2 Gradient, 3, 0.522822, 3.165
5,MI250,RIHF + RIMP2 Gradient, 4, 0.961448, 5.422
5,MI250,RIHF + RIMP2 Gradient, 5, 1.588931, 8.04
5,MI250,RIHF + RIMP2 Gradient, 6, 2.661369, 10.35
5,MI250,RIHF + RIMP2 Gradient, 7, 3.919935, 13.5
5,MI250,RIHF + RIMP2 Gradient, 8, 4.839824, 19.38
5,MI250,RIHF + RIMP2 Gradient, 9, 6.568621, 23.84
5,MI250,RIHF + RIMP2 Gradient, 10, 8.893719, 27.94
5,MI250,RIHF + RIMP2 Gradient, 11, 11.83946, 32.01
5,MI250,RIHF + RIMP2 Gradient, 12, 15.285253, 36.54
5,MI250,RIHF + RIMP2 Gradient, 13, 20.470549, 39.08
5,MI250,RIHF + RIMP2 Gradient, 14, 25.812464, 43.3
5,MI250,RIHF + RIMP2 Gradient, 15, 34.439812, 44.39
5,MI250,RIMP2 Energy, 1, 0.166834, 0.01598
5,MI250,RIMP2 Energy, 2, 0.286793, 0.1172
5,MI250,RIMP2 Energy, 3, 0.387393, 0.4554
5,MI250,RIMP2 Energy, 4, 0.568366, 1.071
5,MI250,RIMP2 Energy, 5, 0.78556, 2.086
5,MI250,RIMP2 Energy, 6, 1.102777, 3.391
5,MI250,RIMP2 Energy, 7, 1.43114, 5.302
5,MI250,RIMP2 Energy, 8, 1.842363, 7.652
5,MI250,RIMP2 Energy, 9, 2.456897, 9.955
5,MI250,RIMP2 Energy, 10, 2.852662, 14.08
5,MI250,RIMP2 Energy, 11, 3.626317, 17.39
5,MI250,RIMP2 Energy, 12, 4.476568, 21.31
5,MI250,RIMP2 Energy, 13, 6.056926, 23.08
5,MI250,RIMP2 Energy, 14, 7.235645, 27.55
5,MI250,RIMP2 Energy, 15, 8.762047, 31.69
6,MI250,HF Energy, 1, 0.201447, 0.0005887
6,MI250,HF Energy, 2, 0.343284, 0.002061
6,MI250,HF Energy, 3, 0.366136, 0.005603
6,MI250,HF Energy, 4, 0.472161, 0.009517
6,MI250,HF Energy, 5, 0.620592, 0.01347
6,MI250,HF Energy, 6, 0.852246, 0.01641
6,MI250,HF Energy, 7, 1.033736, 0.02098
6,MI250,HF Energy, 8, 1.289357, 0.02467
6,MI250,HF Energy, 9, 1.643704, 0.02717
6,MI250,HF Energy, 10, 1.791743, 0.03381000000000001
6,MI250,HF Energy, 11, 2.07952, 0.03842
6,MI250,HF Energy, 12, 2.465342, 0.04175
6,MI250,HF Energy, 13, 2.834896, 0.04586
6,MI250,HF Energy, 14, 3.148902, 0.05128
6,MI250,HF Energy, 15, 3.57967, 0.05522
6,MI250,RIHF Energy, 1, 0.049431, 0.1501
6,MI250,RIHF Energy, 2, 0.1473, 0.4923
6,MI250,RIHF Energy, 3, 0.200623, 1.502
6,MI250,RIHF Energy, 4, 0.298746, 2.878
6,MI250,RIHF Energy, 5, 0.430752, 4.578
6,MI250,RIHF Energy, 6, 0.616845, 6.354
6,MI250,RIHF Energy, 7, 0.785853, 8.961
6,MI250,RIHF Energy, 8, 0.964027, 12.18
6,MI250,RIHF Energy, 9, 1.250238, 14.77
6,MI250,RIHF Energy, 10, 1.401549, 19.8
6,MI250,RIHF Energy, 11, 1.721616, 23.32
6,MI250,RIHF Energy, 12, 2.178475, 25.84
6,MI250,RIHF Energy, 13, 2.503611, 30.71
6,MI250,RIHF Energy, 14, 3.09258, 33.2
6,MI250,RIHF Energy, 15, 3.571193, 37.65
6,MI250,RIHF Gradient, 1, 0.114764, 0.07635
6,MI250,RIHF Gradient, 2, 0.224323, 0.3795
6,MI250,RIHF Gradient, 3, 0.302538, 1.17
6,MI250,RIHF Gradient, 4, 0.426517, 2.368
6,MI250,RIHF Gradient, 5, 0.571617, 4.052
6,MI250,RIHF Gradient, 6, 0.799056, 5.762
6,MI250,RIHF Gradient, 7, 1.006701, 8.218
6,MI250,RIHF Gradient, 8, 1.253345, 11.0
6,MI250,RIHF Gradient, 9, 1.667069, 13.02
6,MI250,RIHF Gradient, 10, 1.887168, 17.27
6,MI250,RIHF Gradient, 11, 2.298208, 20.52
6,MI250,RIHF Gradient, 12, 2.850413, 23.21
6,MI250,RIHF Gradient, 13, 3.195923, 28.27
6,MI250,RIHF Gradient, 14, 3.99406, 30.21
6,MI250,RIHF Gradient, 15, 4.610565, 34.27
6,MI250,RIHF + RIMP2 Energy, 1, 0.057, 0.1748
6,MI250,RIHF + RIMP2 Energy, 2, 0.166023, 0.6317
6,MI250,RIHF + RIMP2 Energy, 3, 0.242744, 1.948
6,MI250,RIHF + RIMP2 Energy, 4, 0.376588, 3.855
6,MI250,RIHF + RIMP2 Energy, 5, 0.569932, 6.261
6,MI250,RIHF + RIMP2 Energy, 6, 0.825651, 9.156
6,MI250,RIHF + RIMP2 Energy, 7, 1.102881, 13.09
6,MI250,RIHF + RIMP2 Energy, 8, 1.415448, 18.0
6,MI250,RIHF + RIMP2 Energy, 9, 1.906946, 22.18
6,MI250,RIHF + RIMP2 Energy, 10, 2.271363, 29.44
6,MI250,RIHF + RIMP2 Energy, 11, 2.988748, 33.99
6,MI250,RIHF + RIMP2 Energy, 12, 3.817762, 39.08
6,MI250,RIHF + RIMP2 Energy, 13, 5.382509, 39.59
6,MI250,RIHF + RIMP2 Energy, 14, 6.554971, 45.28
6,MI250,RIHF + RIMP2 Energy, 15, 7.890562, 51.32
6,MI250,RIHF + RIMP2 Gradient, 1, 0.142587, 0.2551
6,MI250,RIHF + RIMP2 Gradient, 2, 0.312299, 1.245
6,MI250,RIHF + RIMP2 Gradient, 3, 0.527118, 3.262
6,MI250,RIHF + RIMP2 Gradient, 4, 0.940902, 5.735
6,MI250,RIHF + RIMP2 Gradient, 5, 1.652796, 8.138
6,MI250,RIHF + RIMP2 Gradient, 6, 2.683497, 10.66
6,MI250,RIHF + RIMP2 Gradient, 7, 4.007406, 13.55
6,MI250,RIHF + RIMP2 Gradient, 8, 5.543703, 17.49
6,MI250,RIHF + RIMP2 Gradient, 9, 6.625458, 24.35
6,MI250,RIHF + RIMP2 Gradient, 10, 8.648773, 29.56
6,MI250,RIHF + RIMP2 Gradient, 11, 11.577761, 33.62
6,MI250,RIHF + RIMP2 Gradient, 12, 14.957202, 38.29
6,MI250,RIHF + RIMP2 Gradient, 13, 19.810509, 41.53
6,MI250,RIHF + RIMP2 Gradient, 14, 25.294636, 45.18
6,MI250,RIHF + RIMP2 Gradient, 15, 32.237305, 48.64
6,MI250,RIMP2 Energy, 1, 0.155134, 0.01718
6,MI250,RIMP2 Energy, 2, 0.26354, 0.1255
6,MI250,RIMP2 Energy, 3, 0.360962, 0.4809
6,MI250,RIMP2 Energy, 4, 0.527695, 1.13
6,MI250,RIMP2 Energy, 5, 0.75637, 2.122
6,MI250,RIMP2 Energy, 6, 1.049177, 3.484
6,MI250,RIMP2 Energy, 7, 1.371946, 5.406
6,MI250,RIMP2 Energy, 8, 1.755766, 7.839
6,MI250,RIMP2 Energy, 9, 2.275205, 10.5
6,MI250,RIMP2 Energy, 10, 2.600384, 15.07
6,MI250,RIMP2 Energy, 11, 3.322388, 18.52
6,MI250,RIMP2 Energy, 12, 4.111159, 22.63
6,MI250,RIMP2 Energy, 13, 5.696782, 23.93
6,MI250,RIMP2 Energy, 14, 6.383377, 30.44
6,MI250,RIMP2 Energy, 15, 7.896701, 34.28
7,MI250,HF Energy, 1, 0.196558, 0.0006038
7,MI250,HF Energy, 2, 0.336426, 0.002104
7,MI250,HF Energy, 3, 0.347123, 0.005911
7,MI250,HF Energy, 4, 0.447408, 0.01005
7,MI250,HF Energy, 5, 0.591791, 0.01413
7,MI250,HF Energy, 6, 0.797824, 0.01753
7,MI250,HF Energy, 7, 0.993765, 0.02183
7,MI250,HF Energy, 8, 1.257368, 0.0253
7,MI250,HF Energy, 9, 1.547413, 0.02886
7,MI250,HF Energy, 10, 1.6747, 0.03618
7,MI250,HF Energy, 11, 1.952783, 0.04092
7,MI250,HF Energy, 12, 2.310195, 0.04456
7,MI250,HF Energy, 13, 2.666039, 0.04877
7,MI250,HF Energy, 14, 2.953309, 0.05468
7,MI250,HF Energy, 15, 3.349599, 0.05901
7,MI250,RIHF Energy, 1, 0.049717, 0.1492
7,MI250,RIHF Energy, 2, 0.148141, 0.4895
7,MI250,RIHF Energy, 3, 0.1979, 1.523
7,MI250,RIHF Energy, 4, 0.293451, 2.93
7,MI250,RIHF Energy, 5, 0.424891, 4.641
7,MI250,RIHF Energy, 6, 0.611124, 6.413
7,MI250,RIHF Energy, 7, 0.777009, 9.063
7,MI250,RIHF Energy, 8, 1.014655, 11.57
7,MI250,RIHF Energy, 9, 1.223322, 15.1
7,MI250,RIHF Energy, 10, 1.34416, 20.64
7,MI250,RIHF Energy, 11, 1.656294, 24.24
7,MI250,RIHF Energy, 12, 2.034055, 27.68
7,MI250,RIHF Energy, 13, 2.390657, 32.16
7,MI250,RIHF Energy, 14, 2.988395, 34.36
7,MI250,RIHF Energy, 15, 3.469965, 38.75
7,MI250,RIHF Gradient, 1, 0.115497, 0.07704
7,MI250,RIHF Gradient, 2, 0.223535, 0.3865
7,MI250,RIHF Gradient, 3, 0.293871, 1.222
7,MI250,RIHF Gradient, 4, 0.416421, 2.462
7,MI250,RIHF Gradient, 5, 0.561254, 4.188
7,MI250,RIHF Gradient, 6, 0.79586, 5.871
7,MI250,RIHF Gradient, 7, 1.005668, 8.35
7,MI250,RIHF Gradient, 8, 1.298696, 10.78
7,MI250,RIHF Gradient, 9, 1.609948, 13.68
7,MI250,RIHF Gradient, 10, 1.839306, 17.99
7,MI250,RIHF Gradient, 11, 2.291101, 20.9
7,MI250,RIHF Gradient, 12, 2.700073, 24.86
7,MI250,RIHF Gradient, 13, 3.163558, 28.99
7,MI250,RIHF Gradient, 14, 3.909351, 31.32
7,MI250,RIHF Gradient, 15, 4.554838, 35.21
7,MI250,RIHF + RIMP2 Energy, 1, 0.057953, 0.171
7,MI250,RIHF + RIMP2 Energy, 2, 0.168314, 0.6206
7,MI250,RIHF + RIMP2 Energy, 3, 0.250691, 1.88
7,MI250,RIHF + RIMP2 Energy, 4, 0.389981, 3.704
7,MI250,RIHF + RIMP2 Energy, 5, 0.56745, 6.243
7,MI250,RIHF + RIMP2 Energy, 6, 0.852788, 8.796
7,MI250,RIHF + RIMP2 Energy, 7, 1.130153, 12.66
7,MI250,RIHF + RIMP2 Energy, 8, 1.511775, 16.69
7,MI250,RIHF + RIMP2 Energy, 9, 1.914856, 21.87
7,MI250,RIHF + RIMP2 Energy, 10, 2.280887, 29.03
7,MI250,RIHF + RIMP2 Energy, 11, 2.902648, 34.62
7,MI250,RIHF + RIMP2 Energy, 12, 3.652185, 40.4
7,MI250,RIHF + RIMP2 Energy, 13, 4.832355, 43.57
7,MI250,RIHF + RIMP2 Energy, 14, 5.888171, 49.8
7,MI250,RIHF + RIMP2 Energy, 15, 7.347312, 54.42
7,MI250,RIHF + RIMP2 Gradient, 1, 0.142211, 0.2647
7,MI250,RIHF + RIMP2 Gradient, 2, 0.314584, 1.272
7,MI250,RIHF + RIMP2 Gradient, 3, 0.55212, 3.309
7,MI250,RIHF + RIMP2 Gradient, 4, 0.971285, 5.807
7,MI250,RIHF + RIMP2 Gradient, 5, 1.757218, 7.971
7,MI250,RIHF + RIMP2 Gradient, 6, 2.880571, 10.31
7,MI250,RIHF + RIMP2 Gradient, 7, 4.26636, 13.3
7,MI250,RIHF + RIMP2 Gradient, 8, 6.110963, 16.39
7,MI250,RIHF + RIMP2 Gradient, 9, 7.90591, 20.89
7,MI250,RIHF + RIMP2 Gradient, 10, 9.421284, 27.74
7,MI250,RIHF + RIMP2 Gradient, 11, 12.207902, 32.77
7,MI250,RIHF + RIMP2 Gradient, 12, 15.855828, 37.07
7,MI250,RIHF + RIMP2 Gradient, 13, 21.752343, 38.68
7,MI250,RIHF + RIMP2 Gradient, 14, 25.810599, 45.51
7,MI250,RIHF + RIMP2 Gradient, 15, 30.939984, 51.58
7,MI250,RIMP2 Energy, 1, 0.140565, 0.01856
7,MI250,RIMP2 Energy, 2, 0.258272, 0.1264
7,MI250,RIMP2 Energy, 3, 0.342733, 0.5014
7,MI250,RIMP2 Energy, 4, 0.511319, 1.152
7,MI250,RIMP2 Energy, 5, 0.719352, 2.195
7,MI250,RIMP2 Energy, 6, 1.027494, 3.5
7,MI250,RIMP2 Energy, 7, 1.338106, 5.445
7,MI250,RIMP2 Energy, 8, 1.73578, 7.792
7,MI250,RIMP2 Energy, 9, 2.242514, 10.46
7,MI250,RIMP2 Energy, 10, 2.558691, 15.06
7,MI250,RIMP2 Energy, 11, 3.194544, 18.92
7,MI250,RIMP2 Energy, 12, 3.846088, 23.75
7,MI250,RIMP2 Energy, 13, 4.933663, 27.12
7,MI250,RIMP2 Energy, 14, 5.949468, 32.06
7,MI250,RIMP2 Energy, 15, 7.162724, 37.08
8,MI250,HF Energy, 1, 0.196939, 0.000603
8,MI250,HF Energy, 2, 0.316881, 0.002235
8,MI250,HF Energy, 3, 0.334296, 0.00614
8,MI250,HF Energy, 4, 0.428104, 0.0105
8,MI250,HF Energy, 5, 0.562163, 0.01488
8,MI250,HF Energy, 6, 0.793833, 0.01762
8,MI250,HF Energy, 7, 0.957616, 0.02266
8,MI250,HF Energy, 8, 1.198505, 0.02654
8,MI250,HF Energy, 9, 1.466648, 0.03046
8,MI250,HF Energy, 10, 1.596566, 0.03795
8,MI250,HF Energy, 11, 1.872664, 0.04267
8,MI250,HF Energy, 12, 2.218961, 0.04639
8,MI250,HF Energy, 13, 2.555797, 0.05088
8,MI250,HF Energy, 14, 2.84062, 0.05686
8,MI250,HF Energy, 15, 3.220135, 0.06139
8,MI250,RIHF Energy, 1, 0.049919, 0.1486
8,MI250,RIHF Energy, 2, 0.149854, 0.4839
8,MI250,RIHF Energy, 3, 0.196085, 1.537
8,MI250,RIHF Energy, 4, 0.296903, 2.896
8,MI250,RIHF Energy, 5, 0.425767, 4.631
8,MI250,RIHF Energy, 6, 0.610523, 6.419
8,MI250,RIHF Energy, 7, 0.776948, 9.064
8,MI250,RIHF Energy, 8, 0.975717, 12.03
8,MI250,RIHF Energy, 9, 1.237647, 14.92
8,MI250,RIHF Energy, 10, 1.331272, 20.84
8,MI250,RIHF Energy, 11, 1.644012, 24.42
8,MI250,RIHF Energy, 12, 1.995491, 28.21
8,MI250,RIHF Energy, 13, 2.356444, 32.63
8,MI250,RIHF Energy, 14, 2.774821, 37.0
8,MI250,RIHF Energy, 15, 3.344623, 40.2
8,MI250,RIHF Gradient, 1, 0.109347, 0.08259
8,MI250,RIHF Gradient, 2, 0.222752, 0.3935
8,MI250,RIHF Gradient, 3, 0.291102, 1.252
8,MI250,RIHF Gradient, 4, 0.419131, 2.482
8,MI250,RIHF Gradient, 5, 0.582629, 4.094
8,MI250,RIHF Gradient, 6, 0.826423, 5.738
8,MI250,RIHF Gradient, 7, 1.058438, 8.051
8,MI250,RIHF Gradient, 8, 1.307668, 10.86
8,MI250,RIHF Gradient, 9, 1.686161, 13.26
8,MI250,RIHF Gradient, 10, 1.877994, 17.88
8,MI250,RIHF Gradient, 11, 2.315923, 20.98
8,MI250,RIHF Gradient, 12, 2.79525, 24.37
8,MI250,RIHF Gradient, 13, 3.235988, 28.76
8,MI250,RIHF Gradient, 14, 3.914893, 31.74
8,MI250,RIHF Gradient, 15, 4.644498, 35.04
8,MI250,RIHF + RIMP2 Energy, 1, 0.05958, 0.1663
8,MI250,RIHF + RIMP2 Energy, 2, 0.171801, 0.608
8,MI250,RIHF + RIMP2 Energy, 3, 0.25185, 1.864
8,MI250,RIHF + RIMP2 Energy, 4, 0.395977, 3.635
8,MI250,RIHF + RIMP2 Energy, 5, 0.586836, 6.0
8,MI250,RIHF + RIMP2 Energy, 6, 0.868876, 8.579
8,MI250,RIHF + RIMP2 Energy, 7, 1.175771, 12.09
8,MI250,RIHF + RIMP2 Energy, 8, 1.510752, 16.59
8,MI250,RIHF + RIMP2 Energy, 9, 2.023059, 20.55
8,MI250,RIHF + RIMP2 Energy, 10, 2.348769, 27.96
8,MI250,RIHF + RIMP2 Energy, 11, 2.974495, 33.51
8,MI250,RIHF + RIMP2 Energy, 12, 3.717293, 39.36
8,MI250,RIHF + RIMP2 Energy, 13, 4.753135, 43.9
8,MI250,RIHF + RIMP2 Energy, 14, 5.680566, 51.14
8,MI250,RIHF + RIMP2 Energy, 15, 7.181473, 55.15
8,MI250,RIHF + RIMP2 Gradient, 1, 0.14801, 0.263
8,MI250,RIHF + RIMP2 Gradient, 2, 0.33037, 1.246
8,MI250,RIHF + RIMP2 Gradient, 3, 0.565747, 3.311
8,MI250,RIHF + RIMP2 Gradient, 4, 1.008755, 5.722
8,MI250,RIHF + RIMP2 Gradient, 5, 1.744834, 8.2
8,MI250,RIHF + RIMP2 Gradient, 6, 3.10657, 9.92
8,MI250,RIHF + RIMP2 Gradient, 7, 4.668969, 12.58
8,MI250,RIHF + RIMP2 Gradient, 8, 6.440742, 16.06
8,MI250,RIHF + RIMP2 Gradient, 9, 8.914245, 19.29
8,MI250,RIHF + RIMP2 Gradient, 10, 11.498453, 23.56
8,MI250,RIHF + RIMP2 Gradient, 11, 13.214226, 31.1
8,MI250,RIHF + RIMP2 Gradient, 12, 16.949073, 35.66
8,MI250,RIHF + RIMP2 Gradient, 13, 22.739913, 37.83
8,MI250,RIHF + RIMP2 Gradient, 14, 27.652604, 43.39
8,MI250,RIHF + RIMP2 Gradient, 15, 33.867654, 48.18
8,MI250,RIMP2 Energy, 1, 0.1474, 0.0177
8,MI250,RIMP2 Energy, 2, 0.266431, 0.1225
8,MI250,RIMP2 Energy, 3, 0.350349, 0.4854
8,MI250,RIMP2 Energy, 4, 0.51574, 1.133
8,MI250,RIMP2 Energy, 5, 0.722004, 2.158
8,MI250,RIMP2 Energy, 6, 1.033184, 3.435
8,MI250,RIMP2 Energy, 7, 1.331521, 5.401
8,MI250,RIMP2 Energy, 8, 1.78621, 7.474
8,MI250,RIMP2 Energy, 9, 2.242158, 10.32
8,MI250,RIMP2 Energy, 10, 2.582139, 14.71
8,MI250,RIMP2 Energy, 11, 3.206091, 18.6
8,MI250,RIMP2 Energy, 12, 3.916249, 23.02
8,MI250,RIMP2 Energy, 13, 4.838489, 27.26
8,MI250,RIMP2 Energy, 14, 5.67893, 33.11
8,MI250,RIMP2 Energy, 15, 6.767591, 38.69
